Id,SalePrice
1461,116857.505955
1462,154437.615435
1463,182106.236073
1464,197109.772291
1465,196197.44512
1466,169398.579331
1467,176601.026218
1468,160075.02714
1469,194834.868559
1470,119775.94821
1471,181833.355684
1472,96097.4856307
1473,94318.9160933
1474,143561.932387
1475,104349.572185
1476,348126.817293
1477,241362.527368
1478,293805.287246
1479,299368.08141
1480,472472.038094
1481,328323.060306
1482,215169.975832
1483,182148.603486
1484,162114.910184
1485,199923.512195
1486,194698.305029
1487,332977.241996
1488,232022.734116
1489,189044.757359
1490,251947.952932
1491,196793.806797
1492,92146.3533454
1493,190462.446105
1494,290466.493975
1495,283273.88115
1496,241612.945155
1497,176346.556483
1498,173222.71881
1499,165382.957227
1500,159182.108076
1501,176749.649868
1502,143263.355199
1503,288866.87813
1504,240184.014179
1505,228267.666629
1506,190079.558733
1507,241338.625933
1508,199035.644434
1509,158802.018752
1510,146364.660562
1511,154195.862031
1512,177073.690698
1513,150458.126669
1514,143203.209556
1515,194114.237701
1516,155728.533961
1517,168849.655933
1518,128905.133118
1519,207693.643069
1520,127100.009538
1521,129367.068694
1522,180735.452889
1523,109957.356491
1524,127493.389908
1525,117119.502951
1526,111515.493044
1527,106437.716332
1528,132926.403831
1529,153507.695927
1530,189785.233147
1531,108389.272382
1532,91271.7473513
1533,147525.978462
1534,126413.24216
1535,147320.570061
1536,107241.204686
1537,54261.9183501
1538,147447.618637
1539,192111.060753
1540,91098.8544282
1541,144606.13884
1542,140988.993372
1543,180837.570345
1544,86695.5796183
1545,117225.752877
1546,140165.11112
1547,131725.11539
1548,139100.660389
1549,120746.215824
1550,138593.720856
1551,104887.920318
1552,138856.963505
1553,143349.338529
1554,119073.76467
1555,161041.112987
1556,83523.4226415
1557,105448.23132
1558,101610.951942
1559,61881.7350117
1560,129642.530486
1561,115349.551297
1562,129911.739837
1563,118814.180278
1564,158737.138557
1565,153052.471246
1566,242314.590743
1567,76540.3349935
1568,240666.09514
1569,126886.756108
1570,138261.885068
1571,117105.430434
1572,139260.422272
1573,231885.596406
1574,117907.864149
1575,239945.758123
1576,243603.508914
1577,178343.491066
1578,148187.620646
1579,149087.580882
1580,194336.099748
1581,157115.628944
1582,126066.089901
1583,278990.339017
1584,215558.557854
1585,137034.584664
1586,64017.7771265
1587,110446.071689
1588,150687.377121
1589,98832.5965845
1590,130091.268757
1591,87832.4455558
1592,118331.760432
1593,125337.864115
1594,114376.742053
1595,98074.4179653
1596,211385.96639
1597,198344.960165
1598,229746.20308
1599,168531.101313
1600,161641.613335
1601,60552.1201778
1602,115265.391307
1603,75380.8593832
1604,258279.967137
1605,235295.351266
1606,166116.433099
1607,172454.403501
1608,218309.036699
1609,179932.99165
1610,154523.200273
1611,140336.890978
1612,175661.932638
1613,165872.715711
1614,129069.925109
1615,88162.4873547
1616,75004.96105
1617,92695.2693847
1618,127433.92592
1619,139060.610362
1620,140169.000221
1621,134953.302607
1622,142124.567223
1623,259348.286414
1624,213089.319188
1625,116113.9978
1626,172394.725228
1627,192568.170375
1628,275004.015473
1629,184295.583768
1630,346526.23938
1631,225342.356386
1632,243496.829802
1633,180924.974835
1634,189069.542272
1635,174163.171312
1636,152597.624714
1637,199494.473514
1638,174907.785816
1639,192488.319411
1640,246232.108752
1641,187275.95504
1642,254953.64115
1643,211517.630041
1644,240774.203483
1645,195994.223826
1646,159191.09973
1647,160588.889571
1648,130105.360027
1649,140996.5448
1650,113922.583794
1651,119660.196859
1652,98080.5545119
1653,100230.089179
1654,144107.6853
1655,130570.195678
1656,139118.897076
1657,148073.457305
1658,146897.793143
1659,113914.055865
1660,156784.030489
1661,407102.78655
1662,381721.801727
1663,367046.510315
1664,460282.304421
1665,303642.921008
1666,328980.97513
1667,376023.8319
1668,347814.400166
1669,313823.331049
1670,346682.35358
1671,267647.615136
1672,403329.892694
1673,284590.481522
1674,235522.839554
1675,205576.885139
1676,202525.716128
1677,224177.239771
1678,442257.974131
1679,399732.06798
1680,321605.220113
1681,250174.457196
1682,324852.947339
1683,190081.289449
1684,177314.073075
1685,177979.630134
1686,170723.2238
1687,178086.897077
1688,190543.796261
1689,195388.763612
1690,198641.552176
1691,189055.61085
1692,263612.098173
1693,175960.010796
1694,184341.029503
1695,169071.245942
1696,263628.04681
1697,175133.598052
1698,337636.448646
1699,305749.396491
1700,260502.865263
1701,272563.887411
1702,231707.404884
1703,237935.270633
1704,269897.274118
1705,248107.195981
1706,367145.673832
1707,215431.771596
1708,202598.203702
1709,250579.705507
1710,218717.662635
1711,279506.851167
1712,250981.358142
1713,280915.01678
1714,226587.743954
1715,210321.470441
1716,183786.751151
1717,180694.481569
1718,132003.236978
1719,212864.639758
1720,227044.597334
1721,161327.09642
1722,120544.641831
1723,155595.609006
1724,198953.379976
1725,238598.352144
1726,188688.010496
1727,156579.20517
1728,172257.936181
1729,168668.791198
1730,150293.53036
1731,120162.187114
1732,123279.004265
1733,111006.502219
1734,122017.837947
1735,122238.631954
1736,105221.724295
1737,290035.074921
1738,265133.426106
1739,232303.720921
1740,213881.177283
1741,193910.635968
1742,174149.560456
1743,179581.037009
1744,326127.165532
1745,219737.266847
1746,186129.738961
1747,213256.845283
1748,213521.132399
1749,143244.635077
1750,122775.883799
1751,246966.718349
1752,115098.008639
1753,153313.51429
1754,189479.41662
1755,166321.254985
1756,126974.71689
1757,120056.380909
1758,147311.502198
1759,168710.218953
1760,167809.901774
1761,148531.441132
1762,180481.167897
1763,194896.416488
1764,115270.655931
1765,170154.000337
1766,194946.264209
1767,219465.914585
1768,140823.989123
1769,172882.468988
1770,155379.074161
1771,119319.293767
1772,131592.960409
1773,123513.770098
1774,139951.66263
1775,141339.496243
1776,134580.333468
1777,107066.255372
1778,141549.68264
1779,125097.852927
1780,178411.989232
1781,127091.662097
1782,84672.0503596
1783,143845.788321
1784,113127.207145
1785,124590.507531
1786,140460.862276
1787,168498.419659
1788,55129.7563721
1789,97773.5303413
1790,80740.5763401
1791,177132.433982
1792,158645.651264
1793,129800.49871
1794,157868.212439
1795,135026.569467
1796,130641.36018
1797,111095.31791
1798,118485.257266
1799,109552.197255
1800,131372.590913
1801,126787.527183
1802,135330.617774
1803,148659.069066
1804,138310.673258
1805,134404.635014
1806,121902.483928
1807,138965.062905
1808,129442.671413
1809,125052.256927
1810,145248.900709
1811,93999.6475487
1812,96761.1014347
1813,127525.925154
1814,97383.4029715
1815,51435.8660565
1816,98043.6644394
1817,113280.647337
1818,151558.051055
1819,125600.450588
1820,53170.0529072
1821,119206.577344
1822,155490.777747
1823,45859.5226221
1824,129703.038196
1825,143106.579158
1826,105425.345779
1827,101282.494769
1828,136411.845341
1829,121400.055672
1830,144752.285129
1831,145782.25324
1832,62062.3210348
1833,143356.425434
1834,116115.009034
1835,108177.297199
1836,121971.748388
1837,81261.5734828
1838,127772.820279
1839,100440.691057
1840,135489.972625
1841,130390.307418
1842,92376.9131938
1843,127505.741557
1844,146338.002213
1845,144350.682582
1846,156455.916057
1847,178857.91589
1848,47146.8692944
1849,114631.290224
1850,117804.979449
1851,147768.230496
1852,124860.309638
1853,124084.949715
1854,164110.28683
1855,158827.816329
1856,230183.506593
1857,133580.712695
1858,131156.006423
1859,117855.806378
1860,140105.757193
1861,116432.670736
1862,305624.42786
1863,280977.76684
1864,280996.751624
1865,338945.664222
1866,324381.270029
1867,216660.455172
1868,281847.955458
1869,204474.485668
1870,217912.402422
1871,255766.638393
1872,179830.367149
1873,244731.549641
1874,154673.874349
1875,198951.084776
1876,202666.519507
1877,210127.970917
1878,206217.976041
1879,128725.582807
1880,129809.068819
1881,239475.706581
1882,236693.203283
1883,185599.554761
1884,202577.280865
1885,233406.517306
1886,283298.761702
1887,221472.065663
1888,259489.428042
1889,176532.936049
1890,113652.448972
1891,134645.997806
1892,95804.9240454
1893,131106.069965
1894,116603.917332
1895,134346.039035
1896,126247.981206
1897,115784.477434
1898,113743.966798
1899,161699.083846
1900,150881.639276
1901,177954.253361
1902,157022.693949
1903,215567.07995
1904,142567.316524
1905,197581.16851
1906,151757.443983
1907,205034.192519
1908,107709.501817
1909,132780.692682
1910,118286.379237
1911,230729.2819
1912,331285.216666
1913,138119.516905
1914,60270.6422679
1915,299668.952948
1916,52386.6368975
1917,232699.874727
1918,140015.660927
1919,177367.349372
1920,159093.927813
1921,366081.71368
1922,309547.168849
1923,241022.467396
1924,219544.541272
1925,197018.78102
1926,354763.295373
1927,131139.203203
1928,165509.018996
1929,122022.751818
1930,131267.726819
1931,139610.579096
1932,138704.695219
1933,189933.751798
1934,182279.23154
1935,172781.182429
1936,196172.844501
1937,186613.791702
1938,176519.064505
1939,248510.209511
1940,191930.412228
1941,168573.768254
1942,183929.183624
1943,219425.972893
1944,374638.469159
1945,400336.982783
1946,120943.562775
1947,280938.298816
1948,170815.266198
1949,261817.119657
1950,189986.070576
1951,240332.190789
1952,205263.554205
1953,170429.030514
1954,182561.370753
1955,137306.065441
1956,285480.967548
1957,152603.948291
1958,275162.09355
1959,147185.016941
1960,112516.052393
1961,120631.163025
1962,97108.9735348
1963,104472.383646
1964,106558.193182
1965,139078.404677
1966,134960.193086
1967,291448.671163
1968,424219.963737
1969,381108.3804
1970,394388.826072
1971,446878.196316
1972,365521.959281
1973,275024.138808
1974,340945.28619
1975,494254.603497
1976,274837.304368
1977,348300.466281
1978,346044.46382
1979,314574.37896
1980,205509.316357
1981,328558.003935
1982,219789.00657
1983,205321.917347
1984,170889.173322
1985,228866.703437
1986,208715.592202
1987,185028.29747
1988,176024.439354
1989,193776.73711
1990,206901.058196
1991,235232.472716
1992,216608.4007
1993,168276.995695
1994,227316.867231
1995,181322.010689
1996,254077.441626
1997,315720.612129
1998,301899.563145
1999,294463.153496
2000,313137.875117
2001,283376.670182
2002,247970.118653
2003,248456.298501
2004,278839.159343
2005,232101.963974
2006,218719.526877
2007,249887.053609
2008,216681.34711
2009,205367.461253
2010,195420.529409
2011,135484.81308
2012,175352.821338
2013,179806.212581
2014,187814.309158
2015,211759.277531
2016,194371.957411
2017,194158.942951
2018,115179.942293
2019,129957.345751
2020,101538.760513
2021,97258.0164504
2022,192632.205258
2023,145425.542933
2024,283673.72982
2025,343200.380134
2026,179007.199433
2027,164117.513635
2028,152175.832235
2029,168223.207138
2030,260774.485347
2031,233340.295593
2032,255756.159536
2033,249531.17475
2034,177678.795637
2035,227207.001551
2036,201781.51754
2037,214249.222215
2038,323531.354771
2039,231951.715227
2040,265327.759621
2041,307321.59362
2042,211913.440466
2043,177555.091318
2044,175628.338143
2045,208638.115779
2046,151058.785438
2047,142836.725725
2048,143073.973493
2049,144460.101238
2050,170408.600963
2051,103241.870496
2052,122719.968694
2053,150128.749737
2054,90857.4629634
2055,163021.807204
2056,151602.378044
2057,110253.599208
2058,218616.46018
2059,131811.131826
2060,176929.537204
2061,170533.975745
2062,126576.75753
2063,120673.218163
2064,139973.301732
2065,120905.855584
2066,170694.219637
2067,117266.597587
2068,148428.378579
2069,89205.952967
2070,117283.898477
2071,92620.9625197
2072,134263.135128
2073,129232.013341
2074,179682.443265
2075,148056.631271
2076,116635.720505
2077,155350.802016
2078,123636.83651
2079,133585.90924
2080,114399.219986
2081,124465.813736
2082,112240.195483
2083,152533.151024
2084,106478.575307
2085,112196.295045
2086,113888.303839
2087,123919.81049
2088,97900.2127743
2089,77912.080047
2090,124165.159992
2091,100983.052001
2092,125669.564742
2093,119284.277396
2094,102450.609428
2095,146620.598689
2096,87601.7160205
2097,93625.6186952
2098,149676.675739
2099,50344.2689485
2100,67238.4711715
2101,114036.92765
2102,125515.584389
2103,106727.986906
2104,142353.12791
2105,129218.904073
2106,60029.4699635
2107,183253.62423
2108,119684.023249
2109,112925.163981
2110,124225.203318
2111,129739.057456
2112,139730.888816
2113,120137.60063
2114,123806.167373
2115,166487.245198
2116,114612.762118
2117,146877.03109
2118,124657.404406
2119,113862.947725
2120,111685.435551
2121,88837.4789436
2122,117355.842541
2123,82082.7570038
2124,158333.404325
2125,126838.979769
2126,154173.878641
2127,164586.919404
2128,122080.781037
2129,85590.8632044
2130,134833.00307
2131,134476.438282
2132,111855.411897
2133,121678.936757
2134,119851.961737
2135,95805.7092128
2136,74732.4958599
2137,107590.118764
2138,135435.555142
2139,150221.870091
2140,138733.183025
2141,163308.467667
2142,127711.289444
2143,149908.685902
2144,120811.410924
2145,137134.970803
2146,175196.266424
2147,145531.212527
2148,137580.125919
2149,145208.301194
2150,239615.234247
2151,112982.226423
2152,159718.315691
2153,161214.037775
2154,98876.4357691
2155,138744.539244
2156,248730.215302
2157,229496.628925
2158,246836.384894
2159,225240.091838
2160,184755.090268
2161,228607.09705
2162,355228.244723
2163,330889.967109
2164,245541.518944
2165,207703.717735
2166,161939.949861
2167,216258.933068
2168,191488.556941
2169,196158.828834
2170,214118.242588
2171,161191.276943
2172,134911.027881
2173,186782.421894
2174,220639.052693
2175,278210.082026
2176,309620.80451
2177,236642.169006
2178,211001.660139
2179,135754.336922
2180,204740.444929
2181,196960.367579
2182,224433.437855
2183,191985.087248
2184,116760.562425
2185,131265.862536
2186,146419.071374
2187,150813.72656
2188,154232.761157
2189,281018.757899
2190,74345.1161594
2191,75922.4601079
2192,83335.0464792
2193,108521.352853
2194,95890.7466991
2195,100257.142244
2196,102094.658491
2197,115603.617689
2198,156675.130711
2199,180976.528274
2200,146528.731269
2201,143949.898942
2202,217486.904889
2203,133855.119202
2204,179762.485517
2205,121472.983866
2206,138820.286929
2207,212844.269342
2208,262821.378319
2209,253104.716082
2210,119445.632097
2211,115436.258112
2212,119817.904797
2213,100125.521086
2214,139330.066028
2215,99042.358679
2216,145200.835217
2217,48844.6886929
2218,79213.5319943
2219,73079.9265287
2220,67054.5304178
2221,300906.029294
2222,284718.390373
2223,287619.973943
2224,205598.470676
2225,119611.076311
2226,179876.218243
2227,197122.507723
2228,268699.87602
2229,247787.304327
2230,157313.438766
2231,209699.915042
2232,181113.324463
2233,186854.715753
2234,246107.825878
2235,228041.989486
2236,251195.720504
2237,300122.568105
2238,189779.408578
2239,101047.338677
2240,154782.20996
2241,154559.165446
2242,123476.882377
2243,130361.986676
2244,106998.272784
2245,102845.092356
2246,141094.997669
2247,109946.703002
2248,117444.650094
2249,115256.937417
2250,127828.272518
2251,95547.1796655
2252,185561.426812
2253,160547.335766
2254,186256.40111
2255,183746.689908
2256,172587.748676
2257,205487.19204
2258,155803.75888
2259,172792.878129
2260,148979.511338
2261,197198.926704
2262,212618.570127
2263,384255.657936
2264,470438.508932
2265,173256.382646
2266,308923.747127
2267,364718.233726
2268,413044.201431
2269,150884.269028
2270,199521.803356
2271,210769.537107
2272,191860.738443
2273,161798.171368
2274,183933.928885
2275,150806.18783
2276,183122.357736
2277,181466.32592
2278,152831.701222
2279,127528.963625
2280,113923.808151
2281,165902.473997
2282,186800.815314
2283,109344.269248
2284,115221.427871
2285,135173.136818
2286,123521.297016
2287,369702.798686
2288,274646.578197
2289,367690.084335
2290,429303.176193
2291,340318.648403
2292,441484.917903
2293,464153.067854
2294,396176.910909
2295,460670.715302
2296,274392.632912
2297,361179.337568
2298,353946.455641
2299,345852.465674
2300,331653.527422
2301,326086.462739
2302,255288.34778
2303,249673.955238
2304,246424.934711
2305,205136.246168
2306,199727.548468
2307,211477.267674
2308,231018.391416
2309,287882.652739
2310,212058.671097
2311,206332.730412
2312,173101.552565
2313,173475.869477
2314,169743.665739
2315,181679.384984
2316,201501.805036
2317,193024.821043
2318,180188.286973
2319,182544.491624
2320,183383.628029
2321,237509.378789
2322,184335.178734
2323,200275.448264
2324,192754.01744
2325,216481.671964
2326,185880.257241
2327,201130.360786
2328,221616.509742
2329,194819.240666
2330,180926.329142
2331,330159.765684
2332,388029.064324
2333,315659.025585
2334,262944.846361
2335,298182.765128
2336,293918.578709
2337,196330.524869
2338,253757.410798
2339,223659.11259
2340,375217.630364
2341,215716.022629
2342,240786.779433
2343,236731.012181
2344,219261.669078
2345,228972.76959
2346,212627.957758
2347,199200.467298
2348,244750.483599
2349,184509.048527
2350,318625.920788
2351,258483.367135
2352,253040.146142
2353,241700.008568
2354,134742.27287
2355,141183.485769
2356,153314.31598
2357,187869.64122
2358,206621.103865
2359,132299.721929
2360,113909.289688
2361,147484.421215
2362,254007.329065
2363,141073.307413
2364,154029.800371
2365,215037.477377
2366,190124.028892
2367,220557.925798
2368,222306.545103
2369,218407.632075
2370,170278.582086
2371,165732.880717
2372,194737.553145
2373,293808.943914
2374,321614.461423
2375,248872.133423
2376,293402.091894
2377,322889.172824
2378,152814.575777
2379,199200.60526
2380,148892.113864
2381,171700.411876
2382,211922.260456
2383,202050.012763
2384,243055.788236
2385,162388.974786
2386,129920.049723
2387,135108.730949
2388,105591.701762
2389,117105.733404
2390,156514.870676
2391,144782.203991
2392,112955.776645
2393,172868.047962
2394,144057.333777
2395,212309.640652
2396,143642.416565
2397,228584.771653
2398,130287.964906
2399,64729.18641
2400,62967.9757214
2401,121678.943697
2402,141039.728976
2403,146408.031439
2404,160500.869023
2405,158029.719369
2406,139287.696253
2407,125503.671443
2408,150524.966676
2409,117913.166898
2410,170261.797546
2411,111988.121554
2412,158699.49192
2413,129937.499316
